report_id,category,narrative
582,TIRES,"Sidewall bulge appeared on one tire with normal use. Also, noticed at around 8700 miles. tire was replaced under manufacturer warranty."
73,ELECTRICAL SYSTEM,"Dashboard warning lights flicker on and off randomly. Also, problem has occurred at least 2 times so far. required replacing the battery twice."
271,SUSPENSION,Noticed uneven ride height on one side of the vehicle. worse on uneven or gravel roads. component was replaced under warranty.
599,TIRES,Vibration at highway speed traced to an out-of-round tire. tire pressure monitoring system flagged the issue first. raised safety concerns about a blowout at highway speed.
498,STRUCTURE,"Paint is peeling near a body seam despite normal care. Separately, first noticed around 22000 miles. still awaiting a decision from the manufacturer."
207,STEERING,"Steering wheel vibrates noticeably at highway speed. In addition, noticed this around 8700 miles. was scheduled for a steering system inspection."
157,BRAKES,Grinding noise when braking at low speed. this is the second brake-related complaint for this vehicle. dealer replaced rotors and pads under warranty.
233,STEERING,Steering felt loose and had excessive play. dealer could not immediately duplicate the issue. resulted in an alignment and steering rack replacement.
538,STRUCTURE,Paint is peeling near a body seam despite normal care. vehicle has never been in an accident. panel was replaced under warranty.
374,AIRBAGS,"Airbag deployed unexpectedly with no collision. In addition, dealer says a sensor may need replacement. recall campaign was mentioned as a possibility by the dealer."
478,TRANSMISSION,Transmission fluid was found leaking underneath the vehicle. worse when the transmission fluid is cold. transmission was rebuilt under warranty.
495,STRUCTURE,"Door does not close flush with the body panel. Separately, dealer attributed it to a manufacturing defect during inspection. raised concerns about long term structural integrity."
355,FUEL SYSTEM,Engine hesitates and stumbles under acceleration. smell was strong enough to be noticeable from outside the vehicle. reported immediately due to safety concerns.
109,ELECTRICAL SYSTEM,Interior lights stay on continuously and cannot be turned off. seems worse in humid weather. dealer replaced a wiring harness under warranty.
21,ENGINE,"Check engine light came on and the vehicle started running rough. Separately, issue started about 12 months after purchase. still waiting on a diagnosis from the service department."
308,FUEL SYSTEM,"Vehicle would not accept a full tank without shutting off early. Also, technician found a loose fuel line connection. vehicle was not driven until inspected due to fire risk concerns."
57,ENGINE,Noticed a strong burning smell coming from the engine bay. no warning lights appeared before the failure. vehicle was towed to the dealership.
576,TIRES,Tire showed unusual wear pattern well before expected tread life. all four tires were rotated and balanced with no improvement. still waiting on a warranty determination.
213,STEERING,Power steering assist cut out briefly while turning. dealer could not immediately duplicate the issue. made the vehicle difficult to control.
100,ELECTRICAL SYSTEM,Headlights dim and brighten on their own at low speed. started happening around 15400 miles. required replacing the battery twice.
166,BRAKES,"Vehicle pulled hard to one side when braking. Also, this is the second brake-related complaint for this vehicle. reported to the dealership immediately after it happened."
189,STEERING,"Clunking noise from the steering column when turning at low speed. Separately, happens mostly on rough road surfaces. resulted in an alignment and steering rack replacement."
184,STEERING,"Vehicle wandered on the highway and required constant correction. In addition, happens mostly on rough road surfaces. made the vehicle difficult to control."
42,ENGINE,"Engine lost power suddenly and would not accelerate. Separately, no warning lights appeared before the failure. repair was covered under warranty."
64,ELECTRICAL SYSTEM,Infotainment screen goes black intermittently while driving. seems worse in humid weather. still unresolved after multiple visits.
389,AIRBAGS,Airbag deployed unexpectedly with no collision. warning light has been on since around 8700 miles. recall campaign was mentioned as a possibility by the dealer.
112,ELECTRICAL SYSTEM,"Headlights dim and brighten on their own at low speed. Also, problem has occurred at least 4 times so far. still unresolved after multiple visits."
457,TRANSMISSION,Transmission fluid was found leaking underneath the vehicle. dealer has adjusted the transmission software once already. transmission was rebuilt under warranty.
562,TIRES,"Sidewall bulge appeared on one tire with normal use. Separately, all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed."
394,AIRBAGS,Passenger airbag indicator shows off even with a passenger seated. no diagnostic trouble code could be retrieved initially. vehicle safety is a serious concern given non-deployment.
97,ELECTRICAL SYSTEM,Dashboard warning lights flicker on and off randomly. seems worse in humid weather. left the driver stranded in a parking lot.
192,STEERING,Steering felt loose and had excessive play. noticed this around 22000 miles. was scheduled for a steering system inspection.
4,ENGINE,"Engine would not turn over despite a fully charged battery. Separately, dealer has seen the vehicle twice for this same issue. vehicle was towed to the dealership."
119,ELECTRICAL SYSTEM,"Headlights dim and brighten on their own at low speed. Separately, no aftermarket electronics have been installed. still unresolved after multiple visits."
451,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. In addition, worse when the transmission fluid is cold. transmission was rebuilt under warranty."
221,STEERING,Power steering assist cut out briefly while turning. dealer could not immediately duplicate the issue. was scheduled for a steering system inspection.
343,FUEL SYSTEM,"Strong fuel smell noticed near the rear of the vehicle. Also, noticed at around 8700 miles. fuel line was replaced under warranty."
420,AIRBAGS,"Airbag did not deploy during a low speed collision. In addition, dealer says a sensor may need replacement. recall campaign was mentioned as a possibility by the dealer."
507,STRUCTURE,Door does not close flush with the body panel. first noticed around 8700 miles. still awaiting a decision from the manufacturer.
252,SUSPENSION,"Loud clunking noise from the front suspension over bumps. In addition, no prior accident or impact reported. still being evaluated by the service department."
432,TRANSMISSION,"Grinding noise when shifting into reverse. Also, dealer has adjusted the transmission software once already. vehicle was undriveable until repaired."
537,STRUCTURE,Creaking and popping noises from the body over bumps. first noticed around 15400 miles. still awaiting a decision from the manufacturer.
372,AIRBAGS,"Airbag deployed unexpectedly with no collision. Separately, no diagnostic trouble code could be retrieved initially. scheduled for immediate inspection."
396,AIRBAGS,"Airbag warning light stays illuminated on the dashboard. In addition, warning light has been on since around 15400 miles. recall campaign was mentioned as a possibility by the dealer."
574,TIRES,Sidewall bulge appeared on one tire with normal use. noticed at around 3200 miles. tire was replaced under manufacturer warranty.
590,TIRES,Vibration at highway speed traced to an out-of-round tire. tire pressure monitoring system flagged the issue first. raised safety concerns about a blowout at highway speed.
1,ENGINE,Engine lost power suddenly and would not accelerate. issue started about 1 months after purchase. vehicle was towed to the dealership.
6,ENGINE,Noticed a strong burning smell coming from the engine bay. this happened at around 71000 miles. this is the second engine-related repair this year.
156,BRAKES,Vehicle pulled hard to one side when braking. this is the second brake-related complaint for this vehicle. nearly resulted in a collision.
318,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. Separately, smell was strong enough to be noticeable from outside the vehicle. fuel line was replaced under warranty."
402,AIRBAGS,"Airbag did not deploy during a low speed collision. Also, dealer says a sensor may need replacement. recall campaign was mentioned as a possibility by the dealer."
341,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. Also, technician found a loose fuel line connection. fuel line was replaced under warranty."
469,TRANSMISSION,"Vehicle hesitates for a few seconds before engaging a gear. In addition, problem has occurred over 3 separate occasions. still under evaluation by the service department."
158,BRAKES,"Abs warning light stays on continuously. Separately, this is the second brake-related complaint for this vehicle. dealer replaced rotors and pads under warranty."
350,FUEL SYSTEM,Vehicle would not accept a full tank without shutting off early. occurs mostly after refueling. reported immediately due to safety concerns.
46,ENGINE,"The engine stalled without warning while driving at highway speed. Separately, dealer has seen the vehicle twice for this same issue. repair was covered under warranty."
598,TIRES,"Vibration at highway speed traced to an out-of-round tire. Also, noticed at around 15400 miles. still waiting on a warranty determination."
294,SUSPENSION,Loud clunking noise from the front suspension over bumps. no prior accident or impact reported. vehicle was deemed unsafe to drive until repaired.
247,SUSPENSION,Vehicle feels unstable and sways during turns. started around 71000 miles. component was replaced under warranty.
502,STRUCTURE,"Noticed visible rust forming along the frame rail. Separately, first noticed around 31500 miles. panel was replaced under warranty."
544,TIRES,"Sidewall bulge appeared on one tire with normal use. In addition, all four tires were rotated and balanced with no improvement. still waiting on a warranty determination."
425,TRANSMISSION,"Hard, jarring shift when accelerating from a stop. Also, problem has occurred over 2 separate occasions. transmission was rebuilt under warranty."
545,TIRES,"Sidewall bulge appeared on one tire with normal use. Separately, noticed at around 44800 miles. raised safety concerns about a blowout at highway speed."
223,STEERING,"Clunking noise from the steering column when turning at low speed. Separately, steering fluid level was found to be low on inspection. resulted in an alignment and steering rack replacement."
289,SUSPENSION,Vehicle bounces excessively after hitting a pothole. worse on uneven or gravel roads. component was replaced under warranty.
234,STEERING,"Steering felt loose and had excessive play. In addition, dealer could not immediately duplicate the issue. resulted in an alignment and steering rack replacement."
431,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. Separately, began around 44800 miles. transmission was rebuilt under warranty."
299,SUSPENSION,"Clicking noise from the rear suspension at low speed. Separately, no prior accident or impact reported. still being evaluated by the service department."
564,TIRES,"Tire lost pressure repeatedly despite no visible puncture. In addition, tire pressure monitoring system flagged the issue first. tire was replaced under manufacturer warranty."
487,STRUCTURE,"Trunk lid does not align properly with the rear panel. In addition, first noticed around 3200 miles. still awaiting a decision from the manufacturer."
326,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. In addition, technician found a loose fuel line connection. fuel line was replaced under warranty."
140,BRAKES,"Vehicle pulled hard to one side when braking. Separately, inspection found uneven wear on the rotors. dealer replaced rotors and pads under warranty."
587,TIRES,Tire showed unusual wear pattern well before expected tread life. tire pressure monitoring system flagged the issue first. still waiting on a warranty determination.
240,STEERING,"Steering felt loose and had excessive play. Separately, happens mostly on rough road surfaces. made the vehicle difficult to control."
514,STRUCTURE,Creaking and popping noises from the body over bumps. dealer attributed it to a manufacturing defect during inspection. still awaiting a decision from the manufacturer.
380,AIRBAGS,"Airbag deployed unexpectedly with no collision. In addition, warning light has been on since around 58200 miles. vehicle safety is a serious concern given non-deployment."
547,TIRES,"Tire lost pressure repeatedly despite no visible puncture. In addition, tire pressure monitoring system flagged the issue first. still waiting on a warranty determination."
18,ENGINE,"White smoke coming from under the hood after about 10 minutes of driving. Also, no warning lights appeared before the failure. this is the second engine-related repair this year."
15,ENGINE,Noticed a strong burning smell coming from the engine bay. problem occurs consistently in cold weather. this is the second engine-related repair this year.
88,ELECTRICAL SYSTEM,"Battery drains completely overnight even when the vehicle is off. In addition, problem has occurred at least 3 times so far. still unresolved after multiple visits."
510,STRUCTURE,Trunk lid does not align properly with the rear panel. dealer attributed it to a manufacturing defect during inspection. raised concerns about long term structural integrity.
453,TRANSMISSION,"Hard, jarring shift when accelerating from a stop. began around 15400 miles. transmission was rebuilt under warranty."
337,FUEL SYSTEM,Fuel gauge reading is inconsistent with actual fuel level. occurs mostly after refueling. reported immediately due to safety concerns.
227,STEERING,Steering wheel vibrates noticeably at highway speed. happens mostly on rough road surfaces. made the vehicle difficult to control.
404,AIRBAGS,Passenger airbag indicator shows off even with a passenger seated. warning light has been on since around 44800 miles. vehicle safety is a serious concern given non-deployment.
127,BRAKES,"Abs warning light stays on continuously. Also, inspection found uneven wear on the rotors. dealer replaced rotors and pads under warranty."
450,TRANSMISSION,Transmission fluid was found leaking underneath the vehicle. worse when the transmission fluid is cold. still under evaluation by the service department.
159,BRAKES,Brake pedal felt spongy and went almost to the floor. happened during normal city driving at around 15400 miles. nearly resulted in a collision.
595,TIRES,Vibration at highway speed traced to an out-of-round tire. noticed at around 8700 miles. still waiting on a warranty determination.
523,STRUCTURE,Creaking and popping noises from the body over bumps. first noticed around 71000 miles. raised concerns about long term structural integrity.
80,ELECTRICAL SYSTEM,"Dashboard warning lights flicker on and off randomly. Separately, no aftermarket electronics have been installed. required replacing the battery twice."
317,FUEL SYSTEM,Strong fuel smell noticed near the rear of the vehicle. technician found a loose fuel line connection. vehicle was not driven until inspected due to fire risk concerns.
475,TRANSMISSION,"Transmission slips noticeably between second and third gear. Also, problem has occurred over 3 separate occasions. still under evaluation by the service department."
54,ENGINE,White smoke coming from under the hood after about 10 minutes of driving. this happened at around 8700 miles. still waiting on a diagnosis from the service department.
43,ENGINE,"Engine makes a loud knocking noise on cold start. In addition, no warning lights appeared before the failure. still waiting on a diagnosis from the service department."
269,SUSPENSION,"Noticed uneven ride height on one side of the vehicle. Separately, worse on uneven or gravel roads. component was replaced under warranty."
581,TIRES,Tire lost pressure repeatedly despite no visible puncture. tire pressure monitoring system flagged the issue first. still waiting on a warranty determination.
14,ENGINE,"Engine makes a loud knocking noise on cold start. Also, this happened at around 15400 miles. had to pull over immediately for safety."
539,STRUCTURE,Trunk lid does not align properly with the rear panel. dealer attributed it to a manufacturing defect during inspection. panel was replaced under warranty.
476,TRANSMISSION,Vehicle hesitates for a few seconds before engaging a gear. dealer has adjusted the transmission software once already. transmission was rebuilt under warranty.
434,TRANSMISSION,"Hard, jarring shift when accelerating from a stop. dealer has adjusted the transmission software once already. still under evaluation by the service department."
33,ENGINE,"White smoke coming from under the hood after about 10 minutes of driving. Separately, issue started about 2 months after purchase. had to pull over immediately for safety."
49,ENGINE,"White smoke coming from under the hood after about 10 minutes of driving. In addition, issue started about 12 months after purchase. had to pull over immediately for safety."
53,ENGINE,Noticed a strong burning smell coming from the engine bay. dealer has seen the vehicle twice for this same issue. repair was covered under warranty.
415,AIRBAGS,"Airbag deployed unexpectedly with no collision. Separately, warning light has been on since around 8700 miles. vehicle safety is a serious concern given non-deployment."
340,FUEL SYSTEM,"Visible fuel leak near the fuel line was discovered. In addition, noticed at around 15400 miles. fuel line was replaced under warranty."
465,TRANSMISSION,Vehicle hesitates for a few seconds before engaging a gear. worse when the transmission fluid is cold. transmission was rebuilt under warranty.
463,TRANSMISSION,Transmission fluid was found leaking underneath the vehicle. worse when the transmission fluid is cold. vehicle was undriveable until repaired.
419,AIRBAGS,"Passenger airbag indicator shows off even with a passenger seated. In addition, dealer says a sensor may need replacement. scheduled for immediate inspection."
444,TRANSMISSION,"Grinding noise when shifting into reverse. Separately, problem has occurred over 2 separate occasions. vehicle was undriveable until repaired."
65,ELECTRICAL SYSTEM,"Power windows stopped working on both driver and passenger side. Also, problem has occurred at least several times so far. still unresolved after multiple visits."
12,ENGINE,"Noticed a strong burning smell coming from the engine bay. Separately, no warning lights appeared before the failure. still waiting on a diagnosis from the service department."
468,TRANSMISSION,"Grinding noise when shifting into reverse. Also, began around 8700 miles. vehicle was undriveable until repaired."
368,AIRBAGS,"Airbag did not deploy during a low speed collision. In addition, no diagnostic trouble code could be retrieved initially. recall campaign was mentioned as a possibility by the dealer."
534,STRUCTURE,"Trunk lid does not align properly with the rear panel. Separately, dealer attributed it to a manufacturing defect during inspection. panel was replaced under warranty."
405,AIRBAGS,Passenger airbag indicator shows off even with a passenger seated. warning light has been on since around 71000 miles. vehicle safety is a serious concern given non-deployment.
267,SUSPENSION,"Loud clunking noise from the front suspension over bumps. Separately, started around 71000 miles. vehicle was deemed unsafe to drive until repaired."
301,FUEL SYSTEM,"Visible fuel leak near the fuel line was discovered. Also, noticed at around 22000 miles. reported immediately due to safety concerns."
481,STRUCTURE,Creaking and popping noises from the body over bumps. first noticed around 31500 miles. raised concerns about long term structural integrity.
513,STRUCTURE,Noticed visible rust forming along the frame rail. dealer attributed it to a manufacturing defect during inspection. panel was replaced under warranty.
446,TRANSMISSION,Transmission slips noticeably between second and third gear. problem has occurred over 4 separate occasions. vehicle was undriveable until repaired.
203,STEERING,"Power steering assist cut out briefly while turning. In addition, happens mostly on rough road surfaces. made the vehicle difficult to control."
331,FUEL SYSTEM,Fuel gauge reading is inconsistent with actual fuel level. technician found a loose fuel line connection. reported immediately due to safety concerns.
310,FUEL SYSTEM,Strong fuel smell noticed near the rear of the vehicle. technician found a loose fuel line connection. fuel line was replaced under warranty.
137,BRAKES,"Grinding noise when braking at low speed. Separately, inspection found uneven wear on the rotors. dealer replaced rotors and pads under warranty."
150,BRAKES,"Grinding noise when braking at low speed. In addition, happened during normal city driving at around 15400 miles. nearly resulted in a collision."
335,FUEL SYSTEM,Engine hesitates and stumbles under acceleration. smell was strong enough to be noticeable from outside the vehicle. fuel line was replaced under warranty.
163,BRAKES,Brakes felt like they were not engaging at all for a moment. occurred during a panic stop situation. reported to the dealership immediately after it happened.
161,BRAKES,"Squealing noise from the front brakes even after new pads were installed. Separately, happened during normal city driving at around 44800 miles. dealer replaced rotors and pads under warranty."
117,ELECTRICAL SYSTEM,"Interior lights stay on continuously and cannot be turned off. Separately, started happening around 22000 miles. dealer replaced a wiring harness under warranty."
570,TIRES,"Vibration at highway speed traced to an out-of-round tire. In addition, all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed."
83,ELECTRICAL SYSTEM,Infotainment screen goes black intermittently while driving. seems worse in humid weather. dealer replaced a wiring harness under warranty.
375,AIRBAGS,Airbag warning light stays illuminated on the dashboard. warning light has been on since around 3200 miles. recall campaign was mentioned as a possibility by the dealer.
37,ENGINE,"Engine lost power suddenly and would not accelerate. Separately, dealer has seen the vehicle twice for this same issue. still waiting on a diagnosis from the service department."
532,STRUCTURE,"Trunk lid does not align properly with the rear panel. Separately, first noticed around 15400 miles. raised concerns about long term structural integrity."
575,TIRES,"Tire lost pressure repeatedly despite no visible puncture. Also, noticed at around 31500 miles. raised safety concerns about a blowout at highway speed."
471,TRANSMISSION,"Grinding noise when shifting into reverse. Separately, problem has occurred over 4 separate occasions. transmission was rebuilt under warranty."
447,TRANSMISSION,Transmission slips noticeably between second and third gear. problem has occurred over 4 separate occasions. vehicle was undriveable until repaired.
430,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. In addition, worse when the transmission fluid is cold. vehicle was undriveable until repaired."
173,BRAKES,"Brake pedal felt spongy and went almost to the floor. In addition, this is the second brake-related complaint for this vehicle. nearly resulted in a collision."
328,FUEL SYSTEM,"Vehicle would not accept a full tank without shutting off early. Also, occurs mostly after refueling. fuel line was replaced under warranty."
86,ELECTRICAL SYSTEM,"Power windows stopped working on both driver and passenger side. Separately, problem has occurred at least 4 times so far. required replacing the battery twice."
459,TRANSMISSION,"Vehicle hesitates for a few seconds before engaging a gear. Separately, worse when the transmission fluid is cold. vehicle was undriveable until repaired."
560,TIRES,"Tire lost pressure repeatedly despite no visible puncture. Separately, all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed."
238,STEERING,Power steering assist cut out briefly while turning. dealer could not immediately duplicate the issue. resulted in an alignment and steering rack replacement.
147,BRAKES,"Vehicle pulled hard to one side when braking. In addition, happened during normal city driving at around 31500 miles. vehicle was taken in for emergency service."
315,FUEL SYSTEM,Strong fuel smell noticed near the rear of the vehicle. occurs mostly after refueling. reported immediately due to safety concerns.
440,TRANSMISSION,"Vehicle hesitates for a few seconds before engaging a gear. Separately, dealer has adjusted the transmission software once already. vehicle was undriveable until repaired."
41,ENGINE,Check engine light came on and the vehicle started running rough. dealer has seen the vehicle twice for this same issue. had to pull over immediately for safety.
229,STEERING,"Vehicle wandered on the highway and required constant correction. Also, steering fluid level was found to be low on inspection. was scheduled for a steering system inspection."
421,TRANSMISSION,"Hard, jarring shift when accelerating from a stop. problem has occurred over several separate occasions. vehicle was undriveable until repaired."
262,SUSPENSION,Vehicle feels unstable and sways during turns. worse on uneven or gravel roads. component was replaced under warranty.
345,FUEL SYSTEM,Engine hesitates and stumbles under acceleration. occurs mostly after refueling. reported immediately due to safety concerns.
506,STRUCTURE,"Creaking and popping noises from the body over bumps. Also, dealer attributed it to a manufacturing defect during inspection. still awaiting a decision from the manufacturer."
182,STEERING,"Clunking noise from the steering column when turning at low speed. Separately, noticed this around 8700 miles. made the vehicle difficult to control."
146,BRAKES,Brake pedal felt spongy and went almost to the floor. inspection found uneven wear on the rotors. dealer replaced rotors and pads under warranty.
497,STRUCTURE,"Trunk lid does not align properly with the rear panel. Also, first noticed around 8700 miles. panel was replaced under warranty."
542,TIRES,Tire lost pressure repeatedly despite no visible puncture. tire pressure monitoring system flagged the issue first. still waiting on a warranty determination.
462,TRANSMISSION,"Hard, jarring shift when accelerating from a stop. problem has occurred over several separate occasions. still under evaluation by the service department."
333,FUEL SYSTEM,"Vehicle would not accept a full tank without shutting off early. Also, noticed at around 22000 miles. reported immediately due to safety concerns."
452,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. Also, worse when the transmission fluid is cold. vehicle was undriveable until repaired."
296,SUSPENSION,Clicking noise from the rear suspension at low speed. started around 22000 miles. component was replaced under warranty.
102,ELECTRICAL SYSTEM,"Vehicle would not start due to what the dealer called a wiring fault. In addition, no aftermarket electronics have been installed. required replacing the battery twice."
311,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. In addition, noticed at around 22000 miles. reported immediately due to safety concerns."
571,TIRES,"Tire showed unusual wear pattern well before expected tread life. Separately, tire pressure monitoring system flagged the issue first. still waiting on a warranty determination."
592,TIRES,"Tire lost pressure repeatedly despite no visible puncture. In addition, all four tires were rotated and balanced with no improvement. still waiting on a warranty determination."
63,ELECTRICAL SYSTEM,Power windows stopped working on both driver and passenger side. seems worse in humid weather. still unresolved after multiple visits.
211,STEERING,Steering felt loose and had excessive play. noticed this around 31500 miles. was scheduled for a steering system inspection.
11,ENGINE,"Engine would not turn over despite a fully charged battery. Also, problem occurs consistently in cold weather. repair was covered under warranty."
177,BRAKES,Grinding noise when braking at low speed. inspection found uneven wear on the rotors. vehicle was taken in for emergency service.
512,STRUCTURE,"Creaking and popping noises from the body over bumps. Separately, first noticed around 15400 miles. panel was replaced under warranty."
286,SUSPENSION,"Vehicle bounces excessively after hitting a pothole. Also, worse on uneven or gravel roads. vehicle was deemed unsafe to drive until repaired."
515,STRUCTURE,"Creaking and popping noises from the body over bumps. In addition, dealer attributed it to a manufacturing defect during inspection. raised concerns about long term structural integrity."
401,AIRBAGS,Airbag warning light stays illuminated on the dashboard. dealer says a sensor may need replacement. vehicle safety is a serious concern given non-deployment.
185,STEERING,Vehicle wandered on the highway and required constant correction. happens mostly on rough road surfaces. made the vehicle difficult to control.
134,BRAKES,"Abs warning light stays on continuously. Also, occurred during a panic stop situation. dealer replaced rotors and pads under warranty."
172,BRAKES,Vehicle pulled hard to one side when braking. this is the second brake-related complaint for this vehicle. vehicle was taken in for emergency service.
382,AIRBAGS,Airbag warning light stays illuminated on the dashboard. no diagnostic trouble code could be retrieved initially. scheduled for immediate inspection.
456,TRANSMISSION,"Hard, jarring shift when accelerating from a stop. In addition, worse when the transmission fluid is cold. still under evaluation by the service department."
50,ENGINE,"Engine idles very roughly and shakes the whole vehicle. Also, dealer has seen the vehicle twice for this same issue. repair was covered under warranty."
427,TRANSMISSION,"Grinding noise when shifting into reverse. In addition, dealer has adjusted the transmission software once already. vehicle was undriveable until repaired."
244,SUSPENSION,"Vehicle feels unstable and sways during turns. In addition, no prior accident or impact reported. vehicle was deemed unsafe to drive until repaired."
131,BRAKES,"Squealing noise from the front brakes even after new pads were installed. Separately, this is the second brake-related complaint for this vehicle. dealer replaced rotors and pads under warranty."
111,ELECTRICAL SYSTEM,Dashboard warning lights flicker on and off randomly. problem has occurred at least 4 times so far. left the driver stranded in a parking lot.
31,ENGINE,"Engine idles very roughly and shakes the whole vehicle. In addition, problem occurs consistently in cold weather. vehicle was towed to the dealership."
84,ELECTRICAL SYSTEM,Vehicle would not start due to what the dealer called a wiring fault. seems worse in humid weather. left the driver stranded in a parking lot.
354,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. Separately, smell was strong enough to be noticeable from outside the vehicle. reported immediately due to safety concerns."
51,ENGINE,"Noticed a strong burning smell coming from the engine bay. Separately, dealer has seen the vehicle twice for this same issue. repair was covered under warranty."
204,STEERING,Steering wheel vibrates noticeably at highway speed. noticed this around 31500 miles. made the vehicle difficult to control.
25,ENGINE,Engine makes a loud knocking noise on cold start. problem is intermittent and hard to reproduce on demand. vehicle was towed to the dealership.
291,SUSPENSION,Noticed uneven ride height on one side of the vehicle. started around 22000 miles. still being evaluated by the service department.
288,SUSPENSION,"Vehicle feels unstable and sways during turns. Also, started around 22000 miles. vehicle was deemed unsafe to drive until repaired."
129,BRAKES,"Vehicle pulled hard to one side when braking. Separately, occurred during a panic stop situation. vehicle was taken in for emergency service."
154,BRAKES,Vehicle pulled hard to one side when braking. this is the second brake-related complaint for this vehicle. nearly resulted in a collision.
572,TIRES,Vibration at highway speed traced to an out-of-round tire. tire pressure monitoring system flagged the issue first. still waiting on a warranty determination.
403,AIRBAGS,"Airbag did not deploy during a low speed collision. In addition, warning light has been on since around 22000 miles. vehicle safety is a serious concern given non-deployment."
491,STRUCTURE,"Door does not close flush with the body panel. Also, vehicle has never been in an accident. panel was replaced under warranty."
369,AIRBAGS,"Airbag deployed unexpectedly with no collision. Separately, dealer says a sensor may need replacement. scheduled for immediate inspection."
274,SUSPENSION,"Loud clunking noise from the front suspension over bumps. Also, inspection found a worn suspension component. vehicle was deemed unsafe to drive until repaired."
565,TIRES,Sidewall bulge appeared on one tire with normal use. tire pressure monitoring system flagged the issue first. tire was replaced under manufacturer warranty.
520,STRUCTURE,"Door does not close flush with the body panel. In addition, dealer attributed it to a manufacturing defect during inspection. raised concerns about long term structural integrity."
69,ELECTRICAL SYSTEM,Infotainment screen goes black intermittently while driving. started happening around 44800 miles. required replacing the battery twice.
467,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. Separately, dealer has adjusted the transmission software once already. transmission was rebuilt under warranty."
216,STEERING,"Power steering assist cut out briefly while turning. Separately, noticed this around 15400 miles. made the vehicle difficult to control."
91,ELECTRICAL SYSTEM,"Vehicle would not start due to what the dealer called a wiring fault. Also, started happening around 22000 miles. required replacing the battery twice."
489,STRUCTURE,"Door does not close flush with the body panel. Separately, first noticed around 8700 miles. panel was replaced under warranty."
413,AIRBAGS,"Airbag warning light stays illuminated on the dashboard. Also, no diagnostic trouble code could be retrieved initially. scheduled for immediate inspection."
243,SUSPENSION,"Vehicle bounces excessively after hitting a pothole. In addition, worse on uneven or gravel roads. still being evaluated by the service department."
77,ELECTRICAL SYSTEM,Headlights dim and brighten on their own at low speed. seems worse in humid weather. required replacing the battery twice.
379,AIRBAGS,"Airbag did not deploy during a low speed collision. Also, dealer says a sensor may need replacement. recall campaign was mentioned as a possibility by the dealer."
509,STRUCTURE,"Creaking and popping noises from the body over bumps. Separately, first noticed around 71000 miles. panel was replaced under warranty."
584,TIRES,Tire lost pressure repeatedly despite no visible puncture. tire pressure monitoring system flagged the issue first. still waiting on a warranty determination.
101,ELECTRICAL SYSTEM,"Vehicle would not start due to what the dealer called a wiring fault. Separately, started happening around 71000 miles. required replacing the battery twice."
196,STEERING,Power steering assist cut out briefly while turning. steering fluid level was found to be low on inspection. was scheduled for a steering system inspection.
439,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. In addition, worse when the transmission fluid is cold. vehicle was undriveable until repaired."
222,STEERING,"Clunking noise from the steering column when turning at low speed. Also, dealer could not immediately duplicate the issue. resulted in an alignment and steering rack replacement."
285,SUSPENSION,Loud clunking noise from the front suspension over bumps. started around 15400 miles. vehicle was deemed unsafe to drive until repaired.
121,BRAKES,Squealing noise from the front brakes even after new pads were installed. this is the second brake-related complaint for this vehicle. reported to the dealership immediately after it happened.
412,AIRBAGS,"Airbag warning light stays illuminated on the dashboard. In addition, warning light has been on since around 8700 miles. scheduled for immediate inspection."
139,BRAKES,Squealing noise from the front brakes even after new pads were installed. this is the second brake-related complaint for this vehicle. dealer replaced rotors and pads under warranty.
370,AIRBAGS,"Airbag did not deploy during a low speed collision. In addition, dealer says a sensor may need replacement. recall campaign was mentioned as a possibility by the dealer."
483,STRUCTURE,"Trunk lid does not align properly with the rear panel. Also, vehicle has never been in an accident. raised concerns about long term structural integrity."
588,TIRES,Sidewall bulge appeared on one tire with normal use. tire pressure monitoring system flagged the issue first. tire was replaced under manufacturer warranty.
118,ELECTRICAL SYSTEM,Vehicle would not start due to what the dealer called a wiring fault. technician found corrosion near a connector. still unresolved after multiple visits.
499,STRUCTURE,"Door does not close flush with the body panel. Also, dealer attributed it to a manufacturing defect during inspection. still awaiting a decision from the manufacturer."
552,TIRES,Tire showed unusual wear pattern well before expected tread life. all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed.
68,ELECTRICAL SYSTEM,Battery drains completely overnight even when the vehicle is off. seems worse in humid weather. left the driver stranded in a parking lot.
